SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0,0.128687131,37,1.0,0.118195489,3324.0,5,0.0,0,0.0,0.0
0,0.878854857,47,0.0,0.598022694,8900.0,17,0.0,2,0.0,0.0
0,0.113154738,81,0.0,0.008115419,2217.0,2,0.0,0,0.0,0.0
0,0.15239238,46,0.0,0.327177732,11100.0,6,0.0,2,0.0,3.0
0,0.960600876,49,0.0,0.225783033,9641.0,4,0.0,0,0.0,0.0
0,0.068308231,67,0.0,0.012502521,4958.0,4,0.0,0,0.0,0.0
0,0.48394718,64,1.0,0.316748979,16400.0,16,0.0,2,1.0,4.0
0,0.11790957099999999,56,0.0,1.566520924,2554.0,6,0.0,1,0.0,0.0
0,0.0,56,0.0,0.0,11105.0,6,0.0,0,0.0,2.0
0,0.078997531,88,0.0,1.566520924,8311.0,8,0.0,2,0.0,0.0
0,0.523912875,59,0.0,0.51907255,2673.0,10,0.0,1,0.0,0.0
0,0.228219792,30,0.0,0.352861649,2218.0,8,0.0,0,0.0,0.0
0,0.060541285,48,0.0,0.367868727,5240.0,6,0.0,1,0.0,2.0
0,0.07471858299999999,35,0.0,0.579837006,3312.0,13,0.0,2,0.0,2.0
0,0.216654335,38,0.0,0.285988484,2083.0,4,0.0,0,0.0,0.0
0,0.9999998999999999,22,0.0,0.0,201.0,0,0.0,0,0.0,0.0
0,0.615489905,51,0.0,1.111938873,5234.0,8,0.0,3,0.0,1.0
0,0.0,43,0.0,0.25247783,5750.0,17,0.0,1,0.0,0.0
0,0.08324965299999999,57,0.0,0.244220462,12500.0,11,0.0,1,0.0,1.0
0,0.04376811,53,0.0,0.225502333,10500.0,17,0.0,2,0.0,0.0
1,0.9999998999999999,50,3.0,0.357242925,3568.0,2,1.0,1,0.0,2.0
0,0.037250235,71,0.0,1.566520924,2554.0,12,0.0,1,0.0,0.0
1,0.9505783390000001,38,2.0,0.165383056,7400.0,4,0.0,1,0.0,3.0
0,0.369532776,54,0.0,1.566520924,2554.0,4,0.0,1,0.0,0.0
0,0.063467003,79,0.0,1.566520924,1159.0,3,0.0,0,0.0,0.0
0,0.033268697,45,0.0,0.149259061,5600.0,10,0.0,0,0.0,0.0
0,0.08691427199999999,64,0.0,0.282903128,16464.0,18,0.0,2,0.0,0.0
0,0.0,57,0.0,1.566520924,2554.0,3,0.0,1,0.0,0.0
0,0.503660421,51,0.0,0.34637088899999996,15416.0,22,0.0,3,0.0,2.0
0,0.15627374900000002,77,0.0,0.309138505,4201.0,3,0.0,0,0.0,0.0
1,0.08123480599999999,49,0.0,0.289871013,10000.0,7,0.0,1,0.0,1.0
0,0.13604802400000002,59,0.0,0.050336149000000004,5800.0,8,0.0,0,0.0,1.0
0,0.127797517,46,0.0,1.566520924,1100.0,6,0.0,1,0.0,0.0
0,0.13331240800000002,33,0.0,1.566520924,8311.0,9,0.0,2,0.0,0.0
0,0.9999998999999999,83,0.0,0.0,3000.0,2,1.0,0,0.0,0.0
0,0.9999998999999999,30,0.0,0.008247938,4000.0,1,0.0,0,0.0,0.0
1,0.751696065,66,0.0,0.665256681,5200.0,10,1.0,1,0.0,1.0
0,0.075646218,47,0.0,0.287225919,9166.0,4,0.0,1,0.0,2.0
0,0.179620035,53,0.0,0.124233983,3589.0,2,0.0,0,0.0,3.0
0,0.19782807800000002,49,0.0,0.237834955,7500.0,11,0.0,1,0.0,2.0
0,0.500988609,45,0.0,0.51934108,6798.0,12,0.0,1,0.0,3.0
0,0.0,74,0.0,0.0,5356.0,2,0.0,0,0.0,0.0
0,0.039342972000000004,65,0.0,1.566520924,2333.0,6,0.0,3,0.0,0.0
0,0.018203069,78,0.0,1.566520924,1159.0,6,0.0,0,0.0,0.0
0,0.139813929,41,0.0,0.621475705,5000.0,5,0.0,2,0.0,0.0
0,0.017460282,71,0.0,0.146409541,3940.0,7,0.0,0,0.0,0.0
0,0.062823402,63,0.0,0.075611846,10500.0,11,0.0,0,0.0,0.0
0,0.09437945800000001,41,0.0,0.368991688,8300.0,10,0.0,1,0.0,2.0
0,0.0,67,0.0,0.19585051899999997,8000.0,5,0.0,1,0.0,0.0
0,0.170200677,59,0.0,1.566520924,2554.0,3,0.0,1,0.0,0.0
0,0.237374594,62,0.0,0.550689862,5000.0,8,0.0,1,0.0,0.0
0,0.345733085,49,0.0,0.14136247400000002,4300.0,2,0.0,0,0.0,1.0
0,0.330468324,51,0.0,0.921231507,2500.0,8,0.0,2,0.0,0.0
0,0.0,55,0.0,1.566520924,1159.0,5,0.0,0,0.0,0.0
0,0.179038568,61,0.0,0.437112577,5000.0,11,0.0,1,0.0,0.0
0,0.70220825,61,0.0,0.549059481,5900.0,11,0.0,2,0.0,1.0
0,0.999876161,34,0.0,1.566520924,2554.0,3,0.0,1,0.0,0.0
0,0.277560039,76,0.0,0.345329906,3500.0,21,0.0,1,0.0,0.0
0,0.681880968,58,1.0,0.194742688,2700.0,12,0.0,0,0.0,0.0
0,0.028598856000000002,47,0.0,0.170752762,11583.0,5,0.0,1,0.0,0.0
0,0.114629568,51,0.0,1.566520924,1159.0,5,0.0,0,0.0,4.0
0,0.761873901,39,3.0,0.25779792100000004,3750.0,4,0.0,0,2.0,0.0
0,0.051601636,60,0.0,0.019589552,3215.0,4,0.0,0,0.0,0.0
0,0.23043432100000003,50,1.0,0.429487179,5147.0,8,0.0,1,0.0,0.0
0,0.909304535,46,0.0,0.334773218,8333.0,5,0.0,2,0.0,4.0
0,0.170520877,27,0.0,0.100597815,4850.0,11,0.0,0,0.0,0.0
0,0.9865478999999999,25,1.0,0.9975031209999999,800.0,6,0.0,0,0.0,1.0
0,0.006617067,81,0.0,0.003907638,5629.0,11,0.0,0,0.0,1.0
0,0.368782008,42,0.0,0.488682392,4196.0,10,0.0,1,0.0,0.0
0,0.38042859100000004,58,0.0,1.566520924,8311.0,11,0.0,2,0.0,0.0
0,0.23484198399999998,68,0.0,0.202041998,17694.0,18,0.0,1,0.0,0.0
0,0.9999998999999999,49,0.0,0.0,8035.0,0,0.0,0,0.0,4.0
0,0.079452105,56,0.0,1.566520924,3000.0,9,0.0,3,0.0,0.0
0,0.166671442,70,0.0,0.215781847,7590.0,8,0.0,2,0.0,0.0
0,0.14142866099999998,39,0.0,0.311945749,3833.0,11,0.0,1,0.0,2.0
0,0.17600212399999998,55,0.0,0.340186191,2577.0,7,0.0,1,0.0,0.0
0,0.0,66,0.0,0.41033822600000003,4700.0,9,0.0,1,1.0,0.0
0,0.166822531,71,0.0,1.056028369,1409.0,15,0.0,0,0.0,0.0
0,0.0,82,0.0,0.156616052,2304.0,6,0.0,0,0.0,0.0
0,0.123259914,65,0.0,0.162804171,3451.0,8,0.0,1,0.0,0.0
0,0.094274491,57,0.0,0.018385292,1250.0,6,0.0,0,0.0,0.0
0,0.011409891,56,0.0,0.470730821,8250.0,20,0.0,3,0.0,0.0
0,0.964751762,39,0.0,1.566520924,0.0,5,0.0,0,0.0,2.0
0,0.61084519,50,3.0,0.402384501,6038.0,4,0.0,1,1.0,2.0
0,0.9999998999999999,27,0.0,0.077780358,4306.0,1,0.0,0,0.0,0.0
0,0.717052618,60,0.0,0.3608,6249.0,10,0.0,0,0.0,3.0
0,0.303095878,40,0.0,0.196980302,10000.0,5,0.0,0,0.0,2.0
0,0.28106614,62,0.0,1.566520924,8311.0,13,0.0,2,0.0,0.0
0,0.060674035999999994,62,0.0,1.566520924,2554.0,11,0.0,1,0.0,0.0
0,0.09055967,47,0.0,0.099980004,5000.0,3,0.0,0,0.0,0.0
1,0.048673783,64,0.0,1.566520924,8311.0,4,0.0,2,0.0,0.0
0,0.033661056,26,1.0,0.023313905,1200.0,1,0.0,0,1.0,0.0
0,0.012214111000000001,90,0.0,0.004137931,5799.0,5,0.0,0,0.0,0.0
0,0.129458036,42,0.0,0.121898009,3666.0,4,0.0,0,0.0,2.0
0,0.020403335,39,1.0,0.41014044299999997,4200.0,19,0.0,1,0.0,0.0
0,0.9999998999999999,37,0.0,1.566520924,0.0,1,0.0,0,0.0,0.0
0,0.03653341,32,0.0,0.17907917,7666.0,9,0.0,1,0.0,1.0
0,0.02322768,48,0.0,0.184714328,6685.0,13,0.0,0,0.0,0.0
0,0.046776954,49,0.0,0.009839213000000001,4166.0,3,0.0,0,0.0,3.0
0,0.29878037,47,0.0,0.30610490100000004,10466.0,10,0.0,1,0.0,0.0
0,0.030047085,84,0.0,0.00359928,5000.0,6,0.0,0,0.0,0.0
0,0.015714039,53,0.0,0.341361144,9300.0,8,0.0,2,0.0,1.0
0,0.096891216,45,0.0,0.083826879,2194.0,5,0.0,0,0.0,0.0
0,0.09870491,48,0.0,0.29114177199999997,5000.0,4,0.0,1,0.0,0.0
0,0.235808595,54,0.0,0.386936978,10900.0,24,0.0,3,0.0,1.0
0,0.6164827860000001,66,0.0,0.398595527,13100.0,19,0.0,4,0.0,1.0
0,0.106517279,40,0.0,0.263151915,8800.0,17,0.0,3,0.0,4.0
0,0.0,36,1.0,0.34319196399999996,3583.0,6,0.0,2,0.0,0.0
0,0.9999998999999999,43,0.0,0.0,10595.0,0,0.0,0,0.0,3.0
0,0.9699079690000001,59,0.0,0.473717774,17694.0,15,0.0,2,0.0,1.0
0,0.100578449,36,0.0,0.08706356300000001,4467.0,8,0.0,0,0.0,2.0
0,0.187665903,43,0.0,0.546100866,4500.0,15,0.0,1,0.0,2.0
0,0.942141048,32,1.0,0.474603386,7500.0,10,1.0,1,0.0,3.0
1,0.9999998999999999,31,0.0,1.566520924,1159.0,1,1.0,0,0.0,0.0
1,0.97624016,61,1.0,0.7646582,3700.0,5,2.0,0,1.0,2.0
0,0.0,58,0.0,1.566520924,1159.0,11,0.0,0,0.0,0.0
0,0.451710083,65,0.0,0.5585412670000001,4167.0,12,0.0,2,0.0,0.0
0,0.38120303899999997,55,0.0,0.47116539799999996,9987.0,8,0.0,2,0.0,2.0
0,0.009936879000000001,89,0.0,0.001086661,3680.0,2,0.0,0,0.0,0.0
0,0.140967452,53,0.0,1.566520924,2554.0,6,0.0,1,0.0,0.0
0,0.057493156,59,0.0,0.20048602699999998,2468.0,3,0.0,0,0.0,0.0
0,0.669921932,52,0.0,1.566520924,1159.0,3,0.0,0,0.0,0.0
0,0.17832164399999997,56,0.0,1.201859628,3333.0,24,0.0,2,0.0,0.0
0,0.040176636,50,0.0,0.22655763899999998,11250.0,11,0.0,1,0.0,0.0
0,0.757781003,51,0.0,0.38118600700000005,4687.0,9,0.0,2,0.0,1.0
0,0.0,61,0.0,0.0,6000.0,1,0.0,0,0.0,0.0
0,0.36180091700000006,61,0.0,0.109652322,12338.0,18,0.0,0,0.0,0.0
0,0.07914789900000001,85,0.0,0.005466301999999999,15000.0,3,0.0,0,0.0,0.0
1,0.941071872,34,0.0,1.082804046,4250.0,12,0.0,2,0.0,1.0
0,0.0,71,0.0,0.622296173,1201.0,7,0.0,1,0.0,0.0
0,0.041247965,42,0.0,0.358473317,8750.0,12,0.0,2,0.0,1.0
0,0.0,54,0.0,0.0,5356.0,4,0.0,0,0.0,0.0
0,0.343337071,60,0.0,0.396357329,5764.0,16,0.0,1,0.0,0.0
1,0.8519055209999999,35,0.0,0.043021265999999996,4090.0,1,0.0,0,0.0,3.0
0,0.098965636,49,0.0,1.566520924,2554.0,6,0.0,1,0.0,0.0
0,0.189311093,61,0.0,0.37407148799999995,15750.0,11,0.0,2,0.0,0.0
0,0.264347131,70,0.0,0.26874771399999997,8200.0,8,0.0,1,0.0,0.0
0,0.063057659,59,0.0,0.23159434399999998,2050.0,5,0.0,0,0.0,0.0
0,0.9999998999999999,50,0.0,0.28571428600000004,8833.0,4,0.0,1,0.0,2.0
0,0.039392103,58,0.0,0.41392169,3217.0,5,0.0,1,0.0,1.0
0,0.136754269,46,0.0,0.415189873,3554.0,5,0.0,1,0.0,0.0
0,0.05252518,51,0.0,0.125810056,4474.0,7,0.0,0,0.0,0.0
0,0.02948292,51,0.0,0.199571472,9800.0,5,0.0,1,0.0,0.0
0,0.066525051,55,0.0,0.227361819,2550.0,6,0.0,0,0.0,0.0
0,0.351660605,55,0.0,0.590786986,10050.0,10,0.0,2,0.0,3.0
0,0.0,62,0.0,0.11013499,14000.0,5,0.0,2,0.0,0.0
0,1.009663446,32,3.0,0.337651553,6020.0,9,0.0,1,1.0,2.0
0,0.44068827299999996,65,1.0,0.349457246,5250.0,11,0.0,0,0.0,1.0
0,0.24580151,52,0.0,0.93566505,3916.0,8,0.0,2,0.0,1.0
0,0.242948676,61,0.0,0.44097155,10333.0,18,0.0,2,0.0,1.0
0,0.221298496,67,0.0,1.566520924,2554.0,18,0.0,1,0.0,0.0
0,0.032188521,56,0.0,0.40793724,6500.0,11,0.0,1,0.0,0.0
0,0.51048473,59,0.0,0.49814338799999996,3500.0,7,0.0,1,0.0,1.0
0,0.007822095,82,0.0,0.002333841,9854.0,9,0.0,0,0.0,0.0
0,0.34315202100000003,62,0.0,0.440030291,17166.0,14,0.0,3,0.0,0.0
1,1.093249559,60,2.0,0.258289703,1718.0,8,0.0,0,1.0,1.0
0,0.995462376,43,1.0,0.315960505,8000.0,11,0.0,1,0.0,0.0
0,0.060124045,68,0.0,1.566520924,2554.0,10,0.0,1,0.0,0.0
0,0.012921088999999998,22,0.0,0.002150538,929.0,4,0.0,0,0.0,0.0
0,0.244454947,65,0.0,0.21643594800000002,4550.0,7,0.0,0,0.0,0.0
0,0.315176742,64,0.0,0.485766947,4882.0,10,0.0,1,0.0,0.0
0,0.023292237,86,0.0,0.000761171,17694.0,4,0.0,0,0.0,0.0
0,0.39263758200000004,49,0.0,0.325794956,7295.0,14,0.0,1,0.0,3.0
0,0.935802568,58,0.0,1.566520924,1.0,4,0.0,2,0.0,3.0
0,0.09619296699999999,56,0.0,0.329266335,6228.0,9,0.0,2,0.0,1.0
0,0.0,42,0.0,0.255208333,2687.0,6,0.0,0,0.0,0.0
0,0.855043642,37,0.0,0.196764986,5254.0,7,0.0,0,0.0,1.0
0,0.19361863899999998,51,0.0,0.305855162,7787.0,10,0.0,1,0.0,1.0
0,0.0,46,1.0,1.566520924,8311.0,5,0.0,2,0.0,0.0
0,1.027681661,50,1.0,0.973016905,3075.0,9,1.0,2,0.0,2.0
0,0.82538839,64,0.0,0.6398865779999999,7405.0,14,0.0,2,0.0,0.0
0,0.8064416109999999,46,0.0,1.380585516,1946.0,21,0.0,2,0.0,0.0
1,0.045848455999999996,23,0.0,0.029950083,600.0,8,0.0,0,0.0,0.0
0,0.222139657,47,0.0,0.644849785,1863.0,15,0.0,2,0.0,1.0
0,0.000653821,52,0.0,0.117788221,10000.0,4,0.0,1,0.0,3.0
0,0.001846107,72,0.0,1.566520924,2554.0,8,0.0,1,0.0,0.0
0,0.5149170820000001,37,0.0,0.684126349,2500.0,4,0.0,1,0.0,0.0
0,0.032123953999999996,50,0.0,0.017137961,3500.0,7,0.0,0,0.0,2.0
0,0.335292642,42,0.0,1.566520924,0.0,5,0.0,0,0.0,2.0
0,0.135209968,58,0.0,1.566520924,1159.0,3,0.0,0,0.0,0.0
0,0.013578471000000002,77,0.0,0.000830126,13250.0,2,0.0,0,0.0,0.0
0,0.065341405,70,0.0,0.180727317,8166.0,7,0.0,1,0.0,1.0
0,0.300336333,50,0.0,0.641199572,2800.0,5,0.0,1,0.0,0.0
0,0.109856367,41,0.0,1.566520924,1159.0,5,0.0,0,0.0,1.0
0,0.0,49,0.0,0.088232941,12500.0,3,0.0,0,0.0,2.0
0,0.272772723,75,0.0,0.13720109800000002,5101.0,3,0.0,0,0.0,0.0
0,0.021860539,81,0.0,0.31156281199999997,3000.0,4,0.0,1,0.0,0.0
0,0.21089781300000002,55,0.0,0.254624229,6000.0,6,0.0,2,1.0,0.0
0,0.0,58,0.0,0.288003528,6801.0,8,0.0,1,0.0,0.0
0,0.0008238560000000001,66,0.0,0.278417735,4600.0,16,0.0,1,0.0,0.0
0,0.512387615,36,0.0,0.384217982,12000.0,11,0.0,2,0.0,0.0
0,0.467649152,78,0.0,0.532928065,2960.0,12,0.0,1,0.0,0.0
1,0.854558321,43,0.0,0.8566357720000001,5070.0,20,0.0,2,0.0,2.0
0,0.07649890599999999,63,0.0,0.325129783,5200.0,9,0.0,1,1.0,0.0
0,0.22932568899999997,60,0.0,1.566520924,900.0,9,0.0,4,0.0,0.0
0,0.257257581,55,0.0,0.798748607,11666.0,15,0.0,3,0.0,1.0
0,0.039191284,61,0.0,0.172273409,14000.0,13,0.0,0,0.0,1.0
1,0.9252781170000001,56,0.0,1.566520924,8311.0,23,0.0,2,0.0,0.0
0,0.141971606,64,0.0,0.085728568,4000.0,2,0.0,0,0.0,0.0
0,0.028094209,33,0.0,0.33489396899999996,3630.0,7,0.0,2,0.0,1.0
0,0.730609913,25,1.0,0.183887916,6280.0,6,0.0,0,0.0,0.0
0,0.06409314099999999,71,0.0,1.566520924,8311.0,18,0.0,2,0.0,1.0
1,1.0498338870000001,45,0.0,0.008842753,2600.0,1,3.0,0,0.0,2.0
0,0.32260417399999997,55,0.0,0.23623312600000002,9333.0,7,0.0,1,0.0,4.0
0,0.256371814,23,0.0,0.014985015,1000.0,5,0.0,0,0.0,0.0
0,0.957304684,56,2.0,0.65521997,7250.0,7,0.0,3,0.0,3.0
0,0.039964817,45,0.0,1.566520924,2554.0,11,0.0,1,0.0,0.0
0,0.0,46,0.0,0.251717676,1600.0,4,0.0,0,0.0,0.0
0,0.7499349470000001,43,0.0,0.754415195,3000.0,6,0.0,1,0.0,3.0
1,1.123752495,35,1.0,0.276030237,4100.0,3,3.0,1,0.0,1.0
0,0.447363333,61,0.0,0.298582996,2963.0,6,0.0,0,0.0,0.0
0,0.190384128,73,0.0,0.822468793,5046.0,11,0.0,1,0.0,0.0
0,0.544587898,66,0.0,0.8618122979999999,3089.0,7,0.0,3,0.0,0.0
0,0.043847402,78,1.0,0.053151261,4759.0,7,0.0,0,0.0,0.0
0,0.177512447,67,0.0,0.49711308299999996,7100.0,24,0.0,3,0.0,1.0
0,0.0,48,0.0,0.0,3471.0,4,0.0,0,0.0,0.0
0,0.253566191,33,0.0,0.38315075600000004,3833.0,3,0.0,1,0.0,0.0
0,0.038775666,53,0.0,0.36962314399999996,2626.0,11,0.0,1,1.0,0.0
0,0.00897403,59,0.0,0.001943904,3600.0,3,0.0,0,0.0,1.0
0,0.699417827,37,1.0,0.255983662,17694.0,14,0.0,3,0.0,0.0
0,0.437451097,47,0.0,1.566520924,8311.0,14,0.0,2,0.0,2.0
0,0.30860914899999997,58,0.0,1.566520924,8311.0,14,0.0,2,0.0,0.0
0,0.198767881,68,0.0,0.320963088,10050.0,16,0.0,2,0.0,0.0
0,0.67542147,60,0.0,0.5284538910000001,5833.0,8,0.0,2,0.0,0.0
0,0.205343573,50,0.0,0.452903048,7250.0,4,0.0,2,0.0,0.0
0,0.0,36,0.0,0.190755105,6316.0,13,0.0,1,0.0,3.0
0,0.066030329,75,0.0,0.176385889,4166.0,11,0.0,2,0.0,0.0
0,0.853622662,65,0.0,0.374850012,4166.0,7,0.0,0,0.0,0.0
0,0.333546658,51,0.0,0.304165355,9530.0,8,0.0,1,0.0,2.0
0,0.0034998909999999998,30,0.0,0.000642811,4666.0,7,0.0,0,0.0,0.0
0,0.46626425,45,0.0,1.566520924,1159.0,9,0.0,0,0.0,0.0
0,0.001097093,43,0.0,0.29613407,5250.0,8,0.0,1,0.0,0.0
0,0.178642395,53,0.0,0.363252611,4500.0,7,0.0,1,0.0,0.0
0,0.0,86,0.0,1.566520924,1159.0,4,0.0,0,0.0,0.0
0,0.16765584,37,0.0,0.53755166,7016.0,7,0.0,3,0.0,0.0
0,0.0,62,0.0,0.217071175,7333.0,4,0.0,2,0.0,0.0
0,0.013236494,48,0.0,0.077695716,6769.0,5,0.0,0,0.0,1.0
0,0.0,53,0.0,0.0,4442.0,5,1.0,0,2.0,0.0
0,0.012958316000000001,65,0.0,0.080469405,8350.0,5,0.0,1,0.0,0.0
0,0.283421363,38,0.0,0.673676952,5800.0,7,0.0,2,0.0,1.0
0,0.125623449,41,0.0,0.065363958,8750.0,8,0.0,1,0.0,3.0
0,0.326995262,77,0.0,1.143673236,3500.0,11,0.0,2,0.0,0.0
0,0.043298557,67,0.0,1.566520924,0.0,6,0.0,1,0.0,0.0
0,0.120224495,50,0.0,0.34701394399999996,3800.0,10,0.0,1,0.0,0.0
0,0.15308016300000002,40,0.0,0.41207839,7500.0,7,0.0,1,0.0,1.0
0,0.132809293,60,0.0,0.431487833,6122.0,16,0.0,2,0.0,0.0
0,0.147786084,47,0.0,0.304898367,3000.0,9,0.0,0,0.0,0.0
0,0.046454412,64,0.0,0.322632944,9251.0,10,0.0,2,0.0,0.0
0,0.159347045,48,0.0,0.035192961,5000.0,4,0.0,0,0.0,3.0
0,0.066327435,36,0.0,0.273671044,7994.0,5,0.0,1,0.0,2.0
0,0.30703801399999997,28,0.0,0.888555722,2000.0,13,0.0,1,0.0,0.0
0,0.453118766,39,0.0,0.610394537,5271.0,17,0.0,2,0.0,2.0
0,0.028872902000000002,65,0.0,0.00292113,3080.0,4,0.0,0,0.0,0.0
0,0.944042165,54,1.0,1.566520924,8311.0,11,0.0,2,0.0,2.0
0,0.293223058,49,0.0,0.317433868,4800.0,20,0.0,1,0.0,2.0
0,0.130569913,31,1.0,0.5089940039999999,1500.0,12,0.0,1,0.0,0.0
0,0.19913447199999998,60,0.0,0.238341969,11000.0,10,0.0,2,0.0,1.0
0,0.012396173,65,0.0,0.19105409199999998,5767.0,5,0.0,1,0.0,0.0
0,0.017532165,57,0.0,1.566520924,1.0,3,0.0,0,0.0,0.0
0,0.153028232,69,1.0,0.09334066099999999,10916.0,6,1.0,1,0.0,0.0
0,0.10542066,44,0.0,0.016383355,13000.0,5,0.0,0,0.0,2.0
0,0.986308745,55,0.0,0.297557841,10891.0,9,0.0,2,0.0,5.0
0,0.011762731,49,0.0,0.112204724,6603.0,12,0.0,1,0.0,0.0
1,0.6981618829999999,53,0.0,0.295252474,5960.0,3,1.0,1,2.0,3.0
0,0.017551105,54,0.0,0.149279639,5760.0,7,0.0,1,0.0,0.0
1,0.977228647,53,3.0,0.291444154,8800.0,6,3.0,1,1.0,3.0
1,0.883288255,33,2.0,0.510620575,2400.0,13,0.0,0,0.0,0.0
0,0.100863305,47,1.0,0.45888072799999996,9666.0,11,0.0,2,0.0,2.0
